omim,title,prevalence,onset_age,disease_def,synonym
615632,Orphanet: Hereditary sensory and autonomic neuropathy type 1,Unknown,Allages,"Hereditary sensory neuropathy type I (HSN I) is a slowly progressive neurological disorder characterised by prominent predominantly distal sensory loss, autonomic disturbances, autosomal dominant inheritance, and juvenile or adulthood disease onset.","HSAN1,Hereditary sensory and autonomic neuropathy type I"
613638,Orphanet: 19p13.13 microdeletion syndrome,&lt;1 / 1 000 000,"Infancy,Neonatal","A rare partial autosomal monosomy characterized by global developmental delay, moderate intellectual disability, macrocephaly, overgrowth, hypotonia, and facial dysmorphism (frontal bossing, down-slanting palpebral fissures). Other associated features variably include ataxia, seizures, ventriculomegaly, ocular abnormalities (strabismus, optic nerve hypoplasia) and gastrointestinal problems (abdominal pain, vomiting, constipation).","Del(19)(p13.13),Monosomy 19p13.13"
613630,Orphanet: Fetal encasement syndrome,&lt;1 / 1 000 000,Antenatal,"Fetal encasement syndrome is a rare, lethal developmental defect during embryogenesis characterized by severe fetal malformations, including craniofacial dysmorphism (abnormal cyst in the cranial region, hypoplastic eyeballs, two orifices in the nasal region separated by a nasal septum, abnormal orifice replacing the mouth), omphalocele and immotile, hypoplastic limbs encased under an abnormal, transparent, membrane-like skin. Additional features include absence of adnexal structures of the skin on the outer aspect of the limbs, as well as underdeveloped skeletal muscles and bones. Association with tetralogy of Fallot, horse-shoe kidneys and diaphragm and lung lobulation defects is reported.",
613625,Orphanet: Combined deficiency of factor V and factor VIII,1-9 / 1 000 000,Allages,A rare inherited bleeding disorder due to the reduction in activity and antigen levels of both factor V (FV) and factor VIII (FVIII) and characterized by mild-to-moderate bleeding symptoms.,"F5F8D,FV and FVIII combined deficiency"
613618,Orphanet: Familial clubfoot due to 17q23.1q23.2 microduplication,&lt;1 / 1 000 000,"Infancy,Neonatal",17q23.1-q23.2 microduplication is a newly described cause of familial isolated clubfoot.,Hereditary clubfoot due to 17q23.1-q23.2 microduplication
619007,Orphanet: Retinitis pigmentosa,1-5 / 10 000,"Childhood,Adolescent,Adult",Retinitis pigmentosa (RP) is an inherited retinal dystrophy leading to progressive loss of the photoreceptors and retinal pigment epithelium and resulting in blindness usually after several decades.,
613616,Orphanet: Primary hyperoxaluria,1-9 / 1 000 000,Allages,"A disorder of glyoxylate metabolism characterized by an excess of oxalate resulting in kidney stones, nephrocalcinosis and ultimately renal failure and systemic oxalosis. There are 3 types of PH, types 1-3, all caused by liver-specific enzyme defects.",
616629,Orphanet: Senior Loken syndrome,&lt;1 / 1 000 000,"Adolescent,Adult,Childhood,Infancy","A rare autosomal recessive oculo-renal ciliopathy characterized by the association of nephronophthisis (NPHP), a chronic kidney disease, with retinal dystrophy.","Nephronophthisis with retinal dystrophy,Renal dysplasia-retinal aplasia syndrome,SLSN"
613612,Orphanet: COG5 CDG,&lt;1 / 1 000 000,Childhood,"COG5-CDG is an extremely rare form of CDG syndrome (see this term) characterized clinically in the single reported case to date by moderate mental retardation with slow and inarticulate speech, truncal ataxia, and mild hypotonia.","CDG syndrome type IIi,CDG-IIi,CDG2I,Carbohydrate deficient glycoprotein syndrome type IIi,Congenital disorder of glycosylation type 2i,Congenital disorder of glycosylation type IIi"
613611,Orphanet: Lymphedema posterior choanal atresia syndrome,&lt;1 / 1 000 000,Neonatal,"A rare genetic disease characterized by choanal atresia and early onset of lymphedema of the lower extremities. Additional reported features include facial dysmorphism (hypertelorism, broad forehead, smooth philtrum, unilateral low-set ear, and high-arched palate), hypoplastic nipples, and pectus excavatum.",
617102,Orphanet: Cranioectodermal dysplasia,&lt;1 / 1 000 000,"Neonatal,Antenatal","Cranioectodermal dysplasia (CED) is a rare developmental disorder characterized by congenital skeletal and ectodermal defects associated with dysmorphic features, nephronophthisis, hepatic fibrosis and ocular anomalies (mainly retinitis pigmentosa).","CED,Sensenbrenner syndrome"
615400,Orphanet: Benign adult familial myoclonic epilepsy,Unknown,Allages,"Benign adult familial myoclonic epilepsy (BAFME) is an inherited epileptic syndrome characterized by cortical hand tremors, myoclonic jerks and occasional generalized or focal seizures with a non-progressive or very slowly progressive disease course, and no signs of early dementia or cerebellar ataxia.","ADCME,Autosomal dominant cortical myoclonus and epilepsy,BAFME,Benign adult familial myoclonus epilepsy,FAME,FCMTE,Familial adult myoclonic epilepsy,Familial cortical myoclonic tremor and epilepsy"
613604,Orphanet: 16p11.2p12.2 microdeletion syndrome,&lt;1 / 1 000 000,"Infancy,Neonatal",16p11.2-p12.2 microdeletion syndrome is a recently described syndrome characterized by developmental delay and facial dysmorphism.,"Del(16)(p11.2p12.2),Monosomy 16p11.2p12.2"
613587,Orphanet: Occult macular dystrophy,Unknown,Allages,"Occult macular dystrophy is a rare, genetic retinal dystrophy disease characterized by bilateral progressive decline of visual acuity, due to retinal dysfunction confined only to the macula, associated with normal fundus and fluorescein angiograms and severly attenuated focal macular and multifocal electroretinograms.","OCMD,OMD"
619007,Orphanet: Retinitis pigmentosa,1-5 / 10 000,"Childhood,Adolescent,Adult",Retinitis pigmentosa (RP) is an inherited retinal dystrophy leading to progressive loss of the photoreceptors and retinal pigment epithelium and resulting in blindness usually after several decades.,
619007,Orphanet: Retinitis pigmentosa,1-5 / 10 000,"Childhood,Adolescent,Adult",Retinitis pigmentosa (RP) is an inherited retinal dystrophy leading to progressive loss of the photoreceptors and retinal pigment epithelium and resulting in blindness usually after several decades.,
619007,Orphanet: Retinitis pigmentosa,1-5 / 10 000,"Childhood,Adolescent,Adult",Retinitis pigmentosa (RP) is an inherited retinal dystrophy leading to progressive loss of the photoreceptors and retinal pigment epithelium and resulting in blindness usually after several decades.,
613573,Orphanet: Ectodermal dysplasia syndactyly syndrome,&lt;1 / 1 000 000,"Infancy,Neonatal","Ectodermal dysplasia-syndactyly syndrome is a rare, genetic ectodermal dysplasia syndrome characterized by sparse to absent scalp hair, eyebrows, and eyelashes (with pili torti when present), widely spaced, conical-shaped teeth with peg-shaped, conical crowns and enamel hypoplasia and palmoplantar hyperkeratosis, associated with partial cutaneous syndactyly in hands and feet.","EDSS,EDSS1"
613571,Orphanet: Congenital adrenal hyperplasia,1-9 / 100 000,Allages,"Congenital adrenal hyperplasia (CAH) is an inherited endocrine disorder caused by a steroidogenic enzyme deficiency that is characterized by adrenal insufficiency and variable degrees of hyper or hypo androgeny manifestations, depending of the type and the severity of the disease.",CAH
613566,Orphanet: Hereditary persistence of fetal hemoglobin beta thalassemia syndrome,Unknown,Childhood,Hereditary persistence of fetal hemoglobin (HPFH) associated with beta-thalassemia (see this term) is characterized by high hemoglobin (Hb) F levels and an increased number of fetal-Hb-containing-cells.,HPFH-beta-thalassemia syndrome
613563,Orphanet: Noonan syndrome like disorder with juvenile myelomonocytic leukemia,-,"Neonatal,Infancy","A rare, genetic, polymalformative syndrome characterized by a Noonan-like phenotype associated with increased risk of developing juvenile myelomonocytic leukemia (JMML). The Noonan-like (NS) phenotype includes dysmorphic facial features (i.e. high forehead, hypertelorism, downslanting palpebral fissures, ptosis, low-set ears, prominent philtrum and short neck with or without pterygium colli), developmental delay, hypotonia and small head circumference. It can be associated with congenital heart defects or cardiomyopathy, ectodermal anomalies, and short stature. The NS phenotype is subtle or even inapparent in a large proportion of subjects, but may occasionally be severe. Leukemia can be the only clinical manifestation of the syndrome.","CBL syndrome,Noonan syndrome-like disorder with JMML"
613561,Orphanet: Mitochondrial myopathy and sideroblastic anemia,&lt;1 / 1 000 000,"Adolescent,Childhood,Infancy","Mitochondrial myopathy and sideroblastic anemia belongs to the heterogeneous family of metabolic myopathies. It is characterised by progressive exercise intolerance manifesting in childhood, onset of sideroblastic anaemia around adolescence, lactic acidaemia, and mitochondrial myopathy.","MLASA,Myopathy, lactic acidosis and sideroblastic anemia"
613559,Orphanet: Combined oxidative phosphorylation defect type 7,&lt;1 / 1 000 000,"Infancy,Childhood","Combined oxidative phosphorylation defect type 7 is a rare mitochondrial disease due to a defect in mitochondrial protein synthesis characterized by a variable phenotype that includes onset in infancy or early childhood of failure to thrive and psychomotor regression (after initial normal development), as well as ocular manifestations (such as ptosis, nystagmus, optic atrophy, ophthalmoplegia and reduced vision). Additional manifestations include bulbar paresis with facial weakness, hypotonia, difficulty chewing, dysphagia, mild dysarthria, ataxia, global muscle atrophy, and areflexia. It has a relatively slow disease progression with patients often living into the third decade of life.","COXPD7,Severe C12ORF65-related COXPD,Severe C12ORF65-related combined oxidative phosphorylation defect"
619274,Orphanet: Autosomal dominant non syndromic sensorineural deafness type DFNA,Unknown,Childhood,,
613554,Orphanet: Von Willebrand disease,1-5 / 10 000,Allages,"A rare, inherited bleeding disorder characterized by defective platelet adhesion and secondary coagulation defect that manifests as abnormal bleeding of variable severity occurring either spontaneously or in association with an invasive procedure. Three main subtypes are defined based on the type of von Willebrand factor defect: partial (type 1) or total (type 3) deficiency, and qualitative/functional anomalies (type 2).",Hereditary von Willebrand disease
616217,Orphanet: Senior Boichis syndrome,Unknown,Allages,"A rare ciliopathy characterized by the association of nephronophthisis and liver fibrosis. Renal manifestations include chronic renal failure, polyuria, polydipsia, anemia, as well as increased echogenicity on renal ultrasound and interstitial fibrosis and tubular dilation on biopsy. Hepatic involvement manifests as hepatosplenomegaly with extensive fibrosis, destruction of the bile ducts, and cholestasis. Mild psychomotor retardation and ocular symptoms, such as strabismus, nystagmus, retinal degeneration, and anisocoria, have been reported in some patients.","Boichis disease,Nephronophthisis-hepatic fibrosis syndrome"
613546,Orphanet: Aromatase deficiency,&lt;1 / 1 000 000,Allages,"A rare disorder that disrupts the synthesis of estradiol, resulting in hirsutism of mothers during gestation of an affected child; pseudohermaphroditism and virilization in women; and tall stature, osteoporosis and obesity in men.",Congenital estrogen deficiency
613533,Orphanet: 17q21.31 microduplication syndrome,1-9 / 1 000 000,"Infancy,Neonatal","The newly described 17q21.31 microduplication syndrome is associated with a broad clinical spectrum, of which behavioral disorders and poor social interaction seem to be the most consistent.","Dup(17)(q21.31),Trisomy 17q21.31"
613523,Orphanet: Myeloidlymphoid neoplasm associated with FGFR1 rearrangement,-,-,"A rare, malignant, neoplastic disease characterized by clonal proliferation of myeloid and/or lymphoid precursors harboring translocations or insertions involving the chromosome band 8p11 and the FGFR1 gene, in the blood, bone marrow and often other tissues as well (spleen, liver, lymph nodes, breast, etc.). It usually presents as myeloproliferative neoplasm with eosinophilia, T lymphoblastic lymphoma with eosinophilia or, less frequently, acute myeloid leukemia. The presenting signs and symptoms include eosinophilia, leukocytosis with leukemoid reaction, monocytosis, fatigue, sweating, weight loss, lymphadenopathy, splenomegaly and/or hepatomegaly. Extranodal involvement may include the tonsils, lungs and breasts.","8p11 myeloproliferative syndrome,Stem cell leukemia/lymphoma"
615113,Orphanet: Isolated microphthalmia anophthalmia coloboma,Unknown,"Antenatal,Neonatal","A non-syndromic group of structural developmental eye defects characterized by the variable combination of microphthalmia, ocular coloboma, and anophthalmia, either unilaterally or bilaterally, with no other associated ocular conditions in the affected/contralateral eye, and no systemic anomalies.",Isolated anophthalmia-microphthalmia syndrome
613509,Orphanet: 4q21 microdeletion syndrome,&lt;1 / 1 000 000,"Infancy,Neonatal","The 4q21 microdeletion syndrome is a newly described syndrome associated with facial dysmorphism, progressive growth restriction, severe intellectual deficit and absent or severely delayed speech.","Del(4)(q21),Monosomy 4q21"
613507,Orphanet: Glycogen storage disease with severe cardiomyopathy due to glycogenin deficiency,&lt;1 / 1 000 000,Childhood,"Glycogen storage disease type 15 is an extremely rare genetic glycogen storage disease reported in one patient to date. Clinical signs included muscle weakness, cardiac arrhythmia associated with accumulation of abnormal storage material in the heart and glycogen depletion in skeletal muscle.","GSD type 15,GSD type XV,GSD with severe cardiomyopathy due to glycogenin deficiency,Glycogen storage disease type 15,Glycogen storage disease type XV,Glycogenosis type 15,Glycogenosis type XV,Glycogenosis with severe cardiomyopathy due to glycogenin deficiency"
616941,Orphanet: Autosomal agammaglobulinemia,&lt;1 / 1 000 000,Allages,"A rare form of agammaglobulinemia, a primary immunodeficiency disease, and is characterized by variable immune dysfunction with frequent and recurrent bacterial infections and/or chronic diarrhea.","Agammaglobulinemia, non-Bruton type"
616941,Orphanet: Autosomal agammaglobulinemia,&lt;1 / 1 000 000,Allages,"A rare form of agammaglobulinemia, a primary immunodeficiency disease, and is characterized by variable immune dysfunction with frequent and recurrent bacterial infections and/or chronic diarrhea.","Agammaglobulinemia, non-Bruton type"
616941,Orphanet: Autosomal agammaglobulinemia,&lt;1 / 1 000 000,Allages,"A rare form of agammaglobulinemia, a primary immunodeficiency disease, and is characterized by variable immune dysfunction with frequent and recurrent bacterial infections and/or chronic diarrhea.","Agammaglobulinemia, non-Bruton type"
616941,Orphanet: Autosomal agammaglobulinemia,&lt;1 / 1 000 000,Allages,"A rare form of agammaglobulinemia, a primary immunodeficiency disease, and is characterized by variable immune dysfunction with frequent and recurrent bacterial infections and/or chronic diarrhea.","Agammaglobulinemia, non-Bruton type"
616576,Orphanet: Common variable immunodeficiency,1-9 / 100 000,Allages,"Common variable immunodeficiency (CVID) comprises a heterogeneous group of diseases characterized by a significant hypogammaglobulinemia of unknown cause, failure to produce specific antibodies after immunizations and susceptibility to bacterial infections, predominantly caused by encapsulated bacteria.","CVID,Idiopathic immunoglobulin deficiency,Primary antibody deficiency,Primary hypogammaglobulinemia"
616576,Orphanet: Common variable immunodeficiency,1-9 / 100 000,Allages,"Common variable immunodeficiency (CVID) comprises a heterogeneous group of diseases characterized by a significant hypogammaglobulinemia of unknown cause, failure to produce specific antibodies after immunizations and susceptibility to bacterial infections, predominantly caused by encapsulated bacteria.","CVID,Idiopathic immunoglobulin deficiency,Primary antibody deficiency,Primary hypogammaglobulinemia"
616576,Orphanet: Common variable immunodeficiency,1-9 / 100 000,Allages,"Common variable immunodeficiency (CVID) comprises a heterogeneous group of diseases characterized by a significant hypogammaglobulinemia of unknown cause, failure to produce specific antibodies after immunizations and susceptibility to bacterial infections, predominantly caused by encapsulated bacteria.","CVID,Idiopathic immunoglobulin deficiency,Primary antibody deficiency,Primary hypogammaglobulinemia"
616576,Orphanet: Common variable immunodeficiency,1-9 / 100 000,Allages,"Common variable immunodeficiency (CVID) comprises a heterogeneous group of diseases characterized by a significant hypogammaglobulinemia of unknown cause, failure to produce specific antibodies after immunizations and susceptibility to bacterial infections, predominantly caused by encapsulated bacteria.","CVID,Idiopathic immunoglobulin deficiency,Primary antibody deficiency,Primary hypogammaglobulinemia"
613490,Orphanet: Alpha 1 antitrypsin deficiency,1-5 / 10 000,Allages,"A rare hereditary, metabolic disease characterized by serum levels of alpha-1-antitrypsin (AAT) that are well below the normal range. In the most severe form, the disease can clinically manifest with chronic liver disorders (cirrhosis, fibrosis), respiratory disorders (emphysema, bronchiectasis), and rarely panniculitis or vasculitis.","Alpha-1-proteinase inhibitor deficiency,Alpha1-antitrypsin deficiency"
613489,Orphanet: COG4 CDG,&lt;1 / 1 000 000,"Infancy,Neonatal","COG4-CDG is an extremely rare form of CDG syndrome (see this term) characterized clinically in the single reported case to date by seizures, some dysmorphic features, axial hyponia, slight peripheral hypertonia and hyperreflexia.","CDG syndrome type IIj,CDG-IIj,CDG2J,Carbohydrate deficient glycoprotein syndrome type IIj,Congenital disorder of glycosylation type 2j,Congenital disorder of glycosylation type IIj"
613488,Orphanet: Liposarcoma,Unknown,Allages,"Liposarcoma (LS), a type of soft tissue sarcoma, describes a group of lipomatous tumors of varying severity ranging from slow-growing to aggressive and metastatic. Liposarcomas are most often located in the lower extremities or retroperitoneum, but they can also occur in the upper extremities, neck, peritoneal cavity, spermatic cord, breast, vulva and axilla.",
618447,Orphanet: Familial long QT syndrome,Unknown,"Adolescent,Adult,Childhood","A rare group of genetic, cardiac rhythm diseases characterized by a prolongation of the QT interval at basal electrocardiography (ECG) and by a high risk of life-threatening arrhythmias.","Congenital long QT syndrome,LQTS"
615907,Orphanet: Milroy disease,Unknown,"Infancy,Neonatal","Milroy disease is a frequent form of primary lymphedema (see this term) characterized generally by painless, chronic lower-limb lymphedema found at birth or developing in the early neonatal period.","Hereditary lymphedema type I,Nonne-Milroy lymphedema"
618298,Orphanet: Infantile spasms syndrome,1-9 / 100 000,"Infancy,Neonatal,Childhood","A rare disorder characterized by the association of clusters of axial spasms, psychomotor retardation and an hypsarrhythmic interictal EEG pattern. It is the most frequent type of epileptic encephalopathy. It may occur in otherwise healthy infants and in those with abnormal cognitive development.",West syndrome
613471,Orphanet: Reynolds syndrome,Unknown,Adult,Reynolds syndrome (RS) is an autoimmune disorder characterized by the association of primary biliary cirrhosis (PBC) with limited cutaneous systemic sclerosis (lcSSc) (see these terms).,Primary biliary cirrhosis and systemic scleroderma
613470,Orphanet: Hemolytic anemia due to glucophosphate isomerase deficiency,&lt;1 / 1 000 000,"Infancy,Neonatal",Glucosephosphate isomerase (GPI) deficiency is an erythroenzymopathy characterized by chronic nonspherocytic hemolytic anemia.,
619007,Orphanet: Retinitis pigmentosa,1-5 / 10 000,"Childhood,Adolescent,Adult",Retinitis pigmentosa (RP) is an inherited retinal dystrophy leading to progressive loss of the photoreceptors and retinal pigment epithelium and resulting in blindness usually after several decades.,
613458,Orphanet: 16p13.3 microduplication syndrome,&lt;1 / 1 000 000,"Neonatal,Infancy","16p13.3 microduplication syndrome is a rare chromosomal anomaly syndrome resulting from a partial duplication of the short arm of chromosome 16 and manifesting with a variable phenotype which is mostly characterized by: mild to moderate intellectual deficit and developmental delay (particularly speech), normal growth, short, proximally implanted thumbs and other hand and feet malformations (such as camptodactyly, syndactyly, club feet), mild arthrogryposis and characteristic facies (upslanting, narrow palpebral fissures, hypertelorism, mid face hypoplasia, bulbous nasal tip and low set ears). Other reported manifestations include cryptorchidism, inguinal hernia and behavioral problems.","Distal duplication 16p,Distal trisomy 16p,Dup(16)(p13.3),Telomeric duplication 16p,Trisomy 16pter"
613457,Orphanet: 14q11.2 microdeletion syndrome,&lt;1 / 1 000 000,"Infancy,Neonatal","14q11.2 microdeletion syndrome is a recently described syndrome characterized by developmental delay, hypotonia and facial dysmorphism.","Del(14)(q11.2),Monosomy 14q11.2"
613456,Orphanet: Frontonasal dysplasia severe microphthalmia severe facial clefting syndrome,&lt;1 / 1 000 000,"Neonatal,Antenatal","Frontonasal dysplasia-severe microphthalmia-severe facial clefting syndrome is a rare, genetic, orofacial clefting malformation syndrome characterized by severe frontonasal dysplasia with complete cleft palate, facial cleft, extreme microphtalmia and hypertelorism, frequently associated with eyelid colobomata, sparse or absent eyelashes/eyebrows, wide nasal bridge with hypoplastic alae nasi, low-set, posteriorly rotated ears and caudal appendage in the sacral region.","ALX1-related frontonasal dysplasia,Frontonasal dysplasia type 3"
617904,Orphanet: Atypical Rett syndrome,-,Neonatal,"A rare genetic neurological disorder characterized by the presence of two or more of the main criteria for classic Rett syndrome (loss of acquired purposeful hand skills, loss of acquired spoken language, gait abnormalities, stereotypic hand movements), a period of regression followed by recovery or stabilization, and five out of eleven supportive criteria (breathing difficulties, bruxism, impaired sleep pattern, abnormal muscle tone, peripheral vasomotor disturbances, scoliosis/kyphosis, delayed growth, small cold hands and feet, inappropriate laughter or screaming spells, decreased pain sensation, and intense eye communication). Like classic Rett syndrome, it almost exclusively affects girls, while the disease course may be either milder or more severe.","Atypical RTT,Rett syndrome variant"
619174,Orphanet: Autosomal recessive non syndromic sensorineural deafness type DFNB,Unknown,"Infancy,Neonatal",,
613451,Orphanet: Frontonasal dysplasia alopecia genital anomalies syndrome,&lt;1 / 1 000 000,"Infancy,Neonatal","A rare syndromic frontonasal dysplasia characterized by frontonasal dysplasia associated with total alopecia, hypogonadism and mild to moderate intellectual disability. The frontonasal dysplasia includes coronal craniosynostosis, large skull defect with aplasia of ethmoid and nasal bones, hypertelorism, severely depressed nasal bridge and bifid nasal tip.","ALX4-related FNDAG,Craniofrontonasal dysplasia with alopecia and hypogonadism,Frontonasal dysplasia type 2,Frontonasal dysplasia with alopecia and genital abnomality"
613444,Orphanet: Distal 16p11.2 microdeletion syndrome,Unknown,-,"Distal 16p11.2 microdeletion syndrome is a rare chromosomal anomaly syndrome resulting from the partial deletion of the short arm of chromosome 16 with a highly variable phenotype typically characterized by developmental delay, mild intellectual disability and autism spectrum disorder. Macrocephaly (apparent by 2 years of age), structural brain malformations, epilepsy, vertebral anomalies and obesity are frequently associated.","Distal del(16)(p11.2),Distal monosomy 16p11.2"
613443,Orphanet: 5q14.3 microdeletion syndrome,&lt;1 / 1 000 000,"Infancy,Neonatal","The newly described 5q14.3 microdeletion syndrome includes severe intellectual deficit with no speech, stereotypic movements and epilepsy.","Del(5)(q14.3),Monosomy 5q14.3"
619141,Orphanet: Amyotrophic lateral sclerosis,1-9 / 100 000,Adult,"A neurodegenerative disease characterized by progressive muscular paralysis reflecting degeneration of motor neurons in the primary motor cortex, corticospinal tracts, brainstem and spinal cord.","ALS,Charcot disease,Lou Gehrig disease"
619007,Orphanet: Retinitis pigmentosa,1-5 / 10 000,"Childhood,Adolescent,Adult",Retinitis pigmentosa (RP) is an inherited retinal dystrophy leading to progressive loss of the photoreceptors and retinal pigment epithelium and resulting in blindness usually after several decades.,
618189,Orphanet: Familial isolated dilated cardiomyopathy,1-5 / 10 000,Allages,"A rare familial cardiomyopathy characterized by the dilation of left ventricle and progressively impairing of systolic ventricular function, in the absence of abnormal loading conditions or coronary artery disease sufficient to cause global systolic impairment. The disease may cause heart failure or arrhythmia. The disease is isolated when no additional atypical cardiac or extracardiac manifestations are present.",Familial or idiopathic dilated cardiomyopathy
618189,Orphanet: Familial isolated dilated cardiomyopathy,1-5 / 10 000,Allages,"A rare familial cardiomyopathy characterized by the dilation of left ventricle and progressively impairing of systolic ventricular function, in the absence of abnormal loading conditions or coronary artery disease sufficient to cause global systolic impairment. The disease may cause heart failure or arrhythmia. The disease is isolated when no additional atypical cardiac or extracardiac manifestations are present.",Familial or idiopathic dilated cardiomyopathy
613411,Orphanet: Oguchi disease,Unknown,"Infancy,Neonatal",Oguchi disease is an autosomal recessive retinal disorder characterized by congenital stationary night blindness (see this term) and the Mizuo-Nakamura phenomenon.,"Congenital stationary night blindness, Oguchi type,Oguchi syndrome"
613406,Orphanet: 15q24 microdeletion syndrome,&lt;1 / 1 000 000,Childhood,"15q24 microdeletion syndrome is a rare chromosomal anomaly characterized cytogenetically by a 1.7-6.1 Mb deletion in chromosome 15q24 and clinically by pre- and post-natal growth retardation, intellectual disability, distinct facial features, and genital, skeletal, and digital anomalies.","Del(15)(q24),Monosomy 15q24"
613404,Orphanet: Arthrogryposis renal dysfunction cholestasis syndrome,&lt;1 / 1 000 000,Neonatal,"A rare, multisystem disorder, characterized by neurogenic arthrogryposis multiplex congenita, renal tubular dysfunction and neonatal cholestasis with low serum gamma-glutamyl transferase activity.",ARC syndrome
619340,Orphanet: Early infantile epileptic encephalopathy,Unknown,Neonatal,"A severe form of age-related epileptic encephalopathies characterized by the onset of tonic spasms within the first 3 months of life that can be generalized or lateralized, independent of the sleep cycle, and that can occur hundreds of times per day, leading to psychomotor impairment and death.","EIEE,Early infantile epileptic encephalopathy with suppression-bursts,Ohtahara syndrome"
614291,Orphanet: Hereditary breast and ovarian cancer syndrome,1-5 / 10 000,Allages,"Breast cancer (BC) is the most common cancer in women, accounting for 25% of all new cases of cancer. Most BC cases are sporadic, while 5-10% are estimated to be due to an inherited predisposition.",
613398,Orphanet: Warsaw breakage syndrome,&lt;1 / 1 000 000,"Infancy,Neonatal","A rare genetic multiple congenital anomalies/dysmorphic syndrome characterized by pre- and postnatal growth restriction, microcephaly, mild to severe intellectual disability, sensorineural hearing loss with cochlear abnormalities, and facial dysmorphism (with small and elongated face, bifrontal narrowing, epicanthus, short nose, small nares, dysplastic ears, and short neck). Additional variable features include limb malformations, cardiac anomalies, abnormal skin pigmentation, and recurrent infections, among others.",WABS
619174,Orphanet: Autosomal recessive non syndromic sensorineural deafness type DFNB,Unknown,"Infancy,Neonatal",,
617883,Orphanet: Fanconi anemia,1-9 / 1 000 000,Childhood,"A rare genetic multisystem disorder characterized by progressive pancytopenia with bone marrow failure, variable congenital malformations and predisposition to develop hematological or solid tumors.",Fanconi pancytopenia
618913,Orphanet: Primary Fanconi renotubular syndrome,Unknown,"Infancy,Childhood","A rare generalized, genetic disorder of proximal tubular transport characterized by excessive urine output with loss of low molecular weight solutes (amino acids, glucose, low-molecular weight proteins, organic acids, carnitine, calcium, phosphate, potassium, bicarbonate) and water, and which can be life threatening.","DeToni-Debré-Fanconi syndrome,Primary Fanconi renal syndrome"
613385,Orphanet: Syndromic multisystem autoimmune disease due to Itch deficiency,&lt;1 / 1 000 000,"Infancy,Neonatal","Syndromic multisystem autoimmune disease due to Itch deficiency is a rare, genetic, systemic autoimmune disease characterized by failure to thrive, global developmental delay, distictive craniofacial dysmorphism (relative macrocephaly, dolichocephaly, frontal bossing, orbital proptosis, flattened midface with a prominent occiput, low, posteriorly rotated ears, micrognatia), hepato- and/or splenomegaly, and multisystemic autoimmune disease involving the lungs, liver, gut and/or thyroid gland.",
613382,Orphanet: Brachydactyly type E,Unknown,Antenatal,"Brachydactyly type E (BDE) is a congenital malformation of the digits characterized by variable shortening of the metacarpals with more or less normal length phalanges, although the terminal phalanges are often short.",
615575,Orphanet: Distal hereditary motor neuropathy type 2,&lt;1 / 1 000 000,"Adolescent,Adult",,
616511,Orphanet: MODY,1-5 / 10 000,"Childhood,Adolescent,Adult","MODY (maturity-onset diabetes of the young) is a rare, familial, clinically and genetically heterogeneous form of diabetes characterized by young age of onset (generally 10-45 years of age) with maintenance of endogenous insulin production, lack of pancreatic beta-cell autoimmunity, absence of obesity and insulin resistance and extra-pancreatic manifestations in some subtypes.",Maturity-onset diabetes of the young
616511,Orphanet: MODY,1-5 / 10 000,"Childhood,Adolescent,Adult","MODY (maturity-onset diabetes of the young) is a rare, familial, clinically and genetically heterogeneous form of diabetes characterized by young age of onset (generally 10-45 years of age) with maintenance of endogenous insulin production, lack of pancreatic beta-cell autoimmunity, absence of obesity and insulin resistance and extra-pancreatic manifestations in some subtypes.",Maturity-onset diabetes of the young
613355,Orphanet: 17q23.1q23.2 microdeletion syndrome,&lt;1 / 1 000 000,"Infancy,Neonatal","17q23.1q23.2 microdeletion syndrome is a recently described syndrome characterized by developmental delay, microcephaly, short stature, heart defects and limb abnormalities.","Del(17)(q23.1q23.2),Monosomy 17q23.1q23.2"
614320,Orphanet: Familial pancreatic carcinoma,1-9 / 1 000 000,Adult,Familial pancreatic carcinoma is defined by the presence of pancreatic cancer (PC) in two or more first-degree relatives.,Familial pancreatic cancer
614320,Orphanet: Familial pancreatic carcinoma,1-9 / 1 000 000,Adult,Familial pancreatic carcinoma is defined by the presence of pancreatic cancer (PC) in two or more first-degree relatives.,Familial pancreatic cancer
613345,Orphanet: Hypokalemic periodic paralysis,1-9 / 100 000,"Childhood,Adolescent","A rare genetic, muscle channelopathy characterized by recurrent episodic attacks of generalized muscle weakness associated with a decrease in blood potassium levels.",Westphall disease
613343,"Orphanet: Spondyloepimetaphyseal dysplasia, Handigodu type",Unknown,"Childhood,Adolescent,Adult","Spondyloepimetaphyseal dysplasia, Handigodu type is a rare, genetic, primary bone dysplasia disorder characterized by three distinct phenotypes, namely: 1) patients of average height with painful, osteoarthritic changes of the hip joints and no spinal abnormalities, 2) short-statured patients with predominantly truncal shortening, arm span exceeding height, dysplastic changes of hips and varying degrees of platyspondyly, and 3) patients with dwarfism, various associated skeletal abnormalities (particularly of the knees and hands) and severe epiphyseal dysplasia (of hips, knees, hands, wrists) associated with significant platyspondyly. Most patients cannot walk long distances, and many have decreased joint spaces, as well as sclerotic and cystic changes on imaging.",
